subject,gender,age,recall,n2,n3,n4,survey,order,condition,subdesign,structure,distance,item,raw.judgment,zscores
135,F,18,2.6,2.21,2.49,2.48,3a,82,agr.sg,agr,sg,,agr.sg.15,90,-0.219690367
135,F,18,2.6,2.21,2.49,2.48,3a,4,CE.all,ce,all,,CE.all.03,50,-1.190474038
135,F,18,2.6,2.21,2.49,2.48,3a,44,CE.all,ce,all,,CE.all.07,80,-0.462386285
135,F,18,2.6,2.21,2.49,2.48,3a,60,CE.all,ce,all,,CE.all.11,67,-0.777890978
135,F,18,2.6,2.21,2.49,2.48,3a,87,CE.all,ce,all,,CE.all.15,90,-0.219690367
135,F,18,2.6,2.21,2.49,2.48,3a,20,CE.vp1,ce,vp1,,CE.vp1.02,50,-1.190474038
135,F,18,2.6,2.21,2.49,2.48,3a,38,CE.vp1,ce,vp1,,CE.vp1.06,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,53,CE.vp1,ce,vp1,,CE.vp1.10,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,92,CE.vp1,ce,vp1,,CE.vp1.14,80,-0.462386285
135,F,18,2.6,2.21,2.49,2.48,3a,15,CE.vp2,ce,vp2,,CE.vp2.01,45,-1.311821997
135,F,18,2.6,2.21,2.49,2.48,3a,27,CE.vp2,ce,vp2,,CE.vp2.05,50,-1.190474038
135,F,18,2.6,2.21,2.49,2.48,3a,67,CE.vp2,ce,vp2,,CE.vp2.09,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,85,CE.vp2,ce,vp2,,CE.vp2.13,80,-0.462386285
135,F,18,2.6,2.21,2.49,2.48,3a,46,CE.vp3,ce,vp3,,CE.vp3.04,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,57,CE.vp3,ce,vp3,,CE.vp3.08,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,12,CE.vp3,ce,vp3,,CE.vp3.12,45,-1.311821997
135,F,18,2.6,2.21,2.49,2.48,3a,78,CE.vp3,ce,vp3,,CE.vp3.16,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,19,ILL.non,ill,non,,ILL.non.03,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,45,ILL.non,ill,non,,ILL.non.07,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,51,ILL.non,ill,non,,ILL.non.11,90,-0.219690367
135,F,18,2.6,2.21,2.49,2.48,3a,86,ILL.non,ill,non,,ILL.non.15,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,17,ILL.rep,ill,rep,,ILL.rep.03,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,30,ILL.rep,ill,rep,,ILL.rep.07,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,64,ILL.rep,ill,rep,,ILL.rep.11,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,74,ILL.rep,ill,rep,,ILL.rep.15,150,1.236485139
135,F,18,2.6,2.21,2.49,2.48,3a,41,NP.isl.em,np,island,embedded,NP.isl.em.04,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,66,NP.isl.em,np,island,embedded,NP.isl.em.08,80,-0.462386285
135,F,18,2.6,2.21,2.49,2.48,3a,89,NP.isl.em,np,island,embedded,NP.isl.em.12,65,-0.826430161
135,F,18,2.6,2.21,2.49,2.48,3a,6,NP.isl.em,np,island,embedded,NP.isl.em.16,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,24,NP.isl.ma,np,island,matrix,NP.isl.ma.01,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,36,NP.isl.ma,np,island,matrix,NP.isl.ma.05,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,70,NP.isl.ma,np,island,matrix,NP.isl.ma.09,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,84,NP.isl.ma,np,island,matrix,NP.isl.ma.13,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,22,NP.non.em,np,non,embedded,NP.non.em.02,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,47,NP.non.em,np,non,embedded,NP.non.em.06,90,-0.219690367
135,F,18,2.6,2.21,2.49,2.48,3a,56,NP.non.em,np,non,embedded,NP.non.em.10,90,-0.219690367
135,F,18,2.6,2.21,2.49,2.48,3a,94,NP.non.em,np,non,embedded,NP.non.em.14,200,2.449964728
135,F,18,2.6,2.21,2.49,2.48,3a,1,NP.non.ma,np,non,matrix,NP.non.ma.03,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,34,NP.non.ma,np,non,matrix,NP.non.ma.07,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,50,NP.non.ma,np,non,matrix,NP.non.ma.11,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,81,NP.non.ma,np,non,matrix,NP.non.ma.15,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,90,SUB.isl.em,sub,island,embedded,SUB.isl.em.04,65,-0.826430161
135,F,18,2.6,2.21,2.49,2.48,3a,14,SUB.isl.em,sub,island,embedded,SUB.isl.em.08,40,-1.433169956
135,F,18,2.6,2.21,2.49,2.48,3a,32,SUB.isl.em,sub,island,embedded,SUB.isl.em.12,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,58,SUB.isl.em,sub,island,embedded,SUB.isl.em.16,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,68,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.01,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,96,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.05,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,9,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.09,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,48,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.13,70,-0.705082203
135,F,18,2.6,2.21,2.49,2.48,3a,52,SUB.non.em,sub,non,embedded,SUB.non.em.02,97,-0.049803225
135,F,18,2.6,2.21,2.49,2.48,3a,76,SUB.non.em,sub,non,embedded,SUB.non.em.06,120,0.508397386
135,F,18,2.6,2.21,2.49,2.48,3a,16,SUB.non.em,sub,non,embedded,SUB.non.em.10,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,42,SUB.non.em,sub,non,embedded,SUB.non.em.14,85,-0.341038326
135,F,18,2.6,2.21,2.49,2.48,3a,71,SUB.non.ma,sub,non,matrix,SUB.non.ma.03,200,2.449964728
135,F,18,2.6,2.21,2.49,2.48,3a,79,SUB.non.ma,sub,non,matrix,SUB.non.ma.07,150,1.236485139
135,F,18,2.6,2.21,2.49,2.48,3a,18,SUB.non.ma,sub,non,matrix,SUB.non.ma.11,200,2.449964728
135,F,18,2.6,2.21,2.49,2.48,3a,25,SUB.non.ma,sub,non,matrix,SUB.non.ma.15,200,2.449964728
135,F,18,2.6,2.21,2.49,2.48,3a,37,WH.isl.em,wh,island,embedded,WH.isl.em.04,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,49,WH.isl.em,wh,island,embedded,WH.isl.em.08,65,-0.826430161
135,F,18,2.6,2.21,2.49,2.48,3a,88,WH.isl.em,wh,island,embedded,WH.isl.em.12,70,-0.705082203
135,F,18,2.6,2.21,2.49,2.48,3a,13,WH.isl.em,wh,island,embedded,WH.isl.em.16,40,-1.433169956
135,F,18,2.6,2.21,2.49,2.48,3a,7,WH.isl.ma,wh,island,matrix,WH.isl.ma.01,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,31,WH.isl.ma,wh,island,matrix,WH.isl.ma.05,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,72,WH.isl.ma,wh,island,matrix,WH.isl.ma.09,200,2.449964728
135,F,18,2.6,2.21,2.49,2.48,3a,93,WH.isl.ma,wh,island,matrix,WH.isl.ma.13,175,1.843224933
135,F,18,2.6,2.21,2.49,2.48,3a,2,WH.non.em,wh,non,embedded,WH.non.em.02,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,33,WH.non.em,wh,non,embedded,WH.non.em.06,75,-0.583734244
135,F,18,2.6,2.21,2.49,2.48,3a,69,WH.non.em,wh,non,embedded,WH.non.em.10,100,0.023005551
135,F,18,2.6,2.21,2.49,2.48,3a,73,WH.non.em,wh,non,embedded,WH.non.em.14,200,2.449964728
135,F,18,2.6,2.21,2.49,2.48,3a,5,WH.non.ma,wh,non,matrix,WH.non.ma.03,200,2.449964728
135,F,18,2.6,2.21,2.49,2.48,3a,40,WH.non.ma,wh,non,matrix,WH.non.ma.07,200,2.449964728
135,F,18,2.6,2.21,2.49,2.48,3a,54,WH.non.ma,wh,non,matrix,WH.non.ma.11,200,2.449964728
135,F,18,2.6,2.21,2.49,2.48,3a,83,WH.non.ma,wh,non,matrix,WH.non.ma.15,150,1.236485139
136,F,38,3,3.24,1.9,1.71,2b,56,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.03,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,30,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.07,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,5,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.11,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,94,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.15,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,50,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.04,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,34,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.08,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,1,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.12,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,73,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.16,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,87,ADJ.non.em,adj,non,embedded,ADJ.non.em.01,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,65,ADJ.non.em,adj,non,embedded,ADJ.non.em.05,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,27,ADJ.non.em,adj,non,embedded,ADJ.non.em.09,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,12,ADJ.non.em,adj,non,embedded,ADJ.non.em.13,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,92,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.02,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,60,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.06,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,41,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.10,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.14,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,88,agr.pl,agr,pl,,agr.pl.01,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,69,agr.pl,agr,pl,,agr.pl.05,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,46,agr.pl,agr,pl,,agr.pl.09,150,0.807558493
136,F,38,3,3.24,1.9,1.71,2b,19,agr.pl,agr,pl,,agr.pl.13,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,76,agr.sg,agr,sg,,agr.sg.02,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,62,agr.sg,agr,sg,,agr.sg.06,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,26,agr.sg,agr,sg,,agr.sg.10,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,24,agr.sg,agr,sg,,agr.sg.14,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,95,CE.all,ce,all,,CE.all.02,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,72,CE.all,ce,all,,CE.all.06,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,31,CE.all,ce,all,,CE.all.10,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,3,CE.all,ce,all,,CE.all.14,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,90,CE.vp1,ce,vp1,,CE.vp1.01,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,49,CE.vp1,ce,vp1,,CE.vp1.05,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,37,CE.vp1,ce,vp1,,CE.vp1.09,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,13,CE.vp1,ce,vp1,,CE.vp1.13,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,53,CE.vp2,ce,vp2,,CE.vp2.04,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,40,CE.vp2,ce,vp2,,CE.vp2.08,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,81,CE.vp2,ce,vp2,,CE.vp2.12,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,10,CE.vp2,ce,vp2,,CE.vp2.16,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,66,CE.vp3,ce,vp3,,CE.vp3.03,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,29,CE.vp3,ce,vp3,,CE.vp3.07,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,79,CE.vp3,ce,vp3,,CE.vp3.11,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,18,CE.vp3,ce,vp3,,CE.vp3.15,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,91,ILL.non,ill,non,,ILL.non.02,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,63,ILL.non,ill,non,,ILL.non.06,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,36,ILL.non,ill,non,,ILL.non.10,150,0.807558493
136,F,38,3,3.24,1.9,1.71,2b,20,ILL.non,ill,non,,ILL.non.14,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,85,ILL.rep,ill,rep,,ILL.rep.02,150,0.807558493
136,F,38,3,3.24,1.9,1.71,2b,51,ILL.rep,ill,rep,,ILL.rep.06,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,28,ILL.rep,ill,rep,,ILL.rep.10,150,0.807558493
136,F,38,3,3.24,1.9,1.71,2b,6,ILL.rep,ill,rep,,ILL.rep.14,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,52,NP.isl.em,np,island,embedded,NP.isl.em.03,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,44,NP.isl.em,np,island,embedded,NP.isl.em.07,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,7,NP.isl.em,np,island,embedded,NP.isl.em.11,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,78,NP.isl.em,np,island,embedded,NP.isl.em.15,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,64,NP.isl.ma,np,island,matrix,NP.isl.ma.04,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,42,NP.isl.ma,np,island,matrix,NP.isl.ma.08,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,2,NP.isl.ma,np,island,matrix,NP.isl.ma.12,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,80,NP.isl.ma,np,island,matrix,NP.isl.ma.16,150,0.807558493
136,F,38,3,3.24,1.9,1.71,2b,86,NP.non.em,np,non,embedded,NP.non.em.01,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,57,NP.non.em,np,non,embedded,NP.non.em.05,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,47,NP.non.em,np,non,embedded,NP.non.em.09,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,14,NP.non.em,np,non,embedded,NP.non.em.13,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,96,NP.non.ma,np,non,matrix,NP.non.ma.02,150,0.807558493
136,F,38,3,3.24,1.9,1.71,2b,54,NP.non.ma,np,non,matrix,NP.non.ma.06,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,39,NP.non.ma,np,non,matrix,NP.non.ma.10,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,22,NP.non.ma,np,non,matrix,NP.non.ma.14,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,9,SUB.isl.em,sub,island,embedded,SUB.isl.em.03,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,89,SUB.isl.em,sub,island,embedded,SUB.isl.em.07,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,68,SUB.isl.em,sub,island,embedded,SUB.isl.em.11,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,38,SUB.isl.em,sub,island,embedded,SUB.isl.em.15,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,4,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.04,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,83,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.08,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,58,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.12,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,33,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.16,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,45,SUB.non.em,sub,non,embedded,SUB.non.em.01,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,15,SUB.non.em,sub,non,embedded,SUB.non.em.05,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,75,SUB.non.em,sub,non,embedded,SUB.non.em.09,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,71,SUB.non.em,sub,non,embedded,SUB.non.em.13,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,48,SUB.non.ma,sub,non,matrix,SUB.non.ma.02,150,0.807558493
136,F,38,3,3.24,1.9,1.71,2b,17,SUB.non.ma,sub,non,matrix,SUB.non.ma.06,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,93,SUB.non.ma,sub,non,matrix,SUB.non.ma.10,150,0.807558493
136,F,38,3,3.24,1.9,1.71,2b,55,SUB.non.ma,sub,non,matrix,SUB.non.ma.14,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,59,WH.isl.em,wh,island,embedded,WH.isl.em.03,75,-0.141734756
136,F,38,3,3.24,1.9,1.71,2b,43,WH.isl.em,wh,island,embedded,WH.isl.em.07,1,-1.078370761
136,F,38,3,3.24,1.9,1.71,2b,23,WH.isl.em,wh,island,embedded,WH.isl.em.11,25,-0.774596921
136,F,38,3,3.24,1.9,1.71,2b,77,WH.isl.em,wh,island,embedded,WH.isl.em.15,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,67,WH.isl.ma,wh,island,matrix,WH.isl.ma.04,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,32,WH.isl.ma,wh,island,matrix,WH.isl.ma.08,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,11,WH.isl.ma,wh,island,matrix,WH.isl.ma.12,50,-0.458165839
136,F,38,3,3.24,1.9,1.71,2b,74,WH.isl.ma,wh,island,matrix,WH.isl.ma.16,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,82,WH.non.em,wh,non,embedded,WH.non.em.01,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,61,WH.non.em,wh,non,embedded,WH.non.em.05,100,0.174696327
136,F,38,3,3.24,1.9,1.71,2b,35,WH.non.em,wh,non,embedded,WH.non.em.09,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,21,WH.non.em,wh,non,embedded,WH.non.em.13,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,84,WH.non.ma,wh,non,matrix,WH.non.ma.02,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,70,WH.non.ma,wh,non,matrix,WH.non.ma.06,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,25,WH.non.ma,wh,non,matrix,WH.non.ma.10,200,1.440420658
136,F,38,3,3.24,1.9,1.71,2b,16,WH.non.ma,wh,non,matrix,WH.non.ma.14,25,-0.774596921
137,F,18,2.6,3.24,2.21,0.51,4b,49,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.01,90,-1.215894622
137,F,18,2.6,3.24,2.21,0.51,4b,80,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.05,100,-0.981740392
137,F,18,2.6,3.24,2.21,0.51,4b,14,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.09,85,-1.332971737
137,F,18,2.6,3.24,2.21,0.51,4b,34,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.13,95,-1.098817507
137,F,18,2.6,3.24,2.21,0.51,4b,51,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.02,190,1.125647679
137,F,18,2.6,3.24,2.21,0.51,4b,90,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.06,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,22,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.10,110,-0.747586162
137,F,18,2.6,3.24,2.21,0.51,4b,40,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.14,110,-0.747586162
137,F,18,2.6,3.24,2.21,0.51,4b,59,ADJ.non.em,adj,non,embedded,ADJ.non.em.03,180,0.891493449
137,F,18,2.6,3.24,2.21,0.51,4b,76,ADJ.non.em,adj,non,embedded,ADJ.non.em.07,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.11,85,-1.332971737
137,F,18,2.6,3.24,2.21,0.51,4b,32,ADJ.non.em,adj,non,embedded,ADJ.non.em.15,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,72,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.04,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,78,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.08,120,-0.513431932
137,F,18,2.6,3.24,2.21,0.51,4b,18,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.12,180,0.891493449
137,F,18,2.6,3.24,2.21,0.51,4b,44,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.16,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,56,agr.pl,agr,pl,,agr.pl.03,130,-0.279277701
137,F,18,2.6,3.24,2.21,0.51,4b,83,agr.pl,agr,pl,,agr.pl.07,150,0.189030759
137,F,18,2.6,3.24,2.21,0.51,4b,24,agr.pl,agr,pl,,agr.pl.11,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,42,agr.pl,agr,pl,,agr.pl.15,90,-1.215894622
137,F,18,2.6,3.24,2.21,0.51,4b,67,agr.sg,agr,sg,,agr.sg.04,160,0.423184989
137,F,18,2.6,3.24,2.21,0.51,4b,73,agr.sg,agr,sg,,agr.sg.08,150,0.189030759
137,F,18,2.6,3.24,2.21,0.51,4b,11,agr.sg,agr,sg,,agr.sg.12,80,-1.450048852
137,F,18,2.6,3.24,2.21,0.51,4b,27,agr.sg,agr,sg,,agr.sg.16,90,-1.215894622
137,F,18,2.6,3.24,2.21,0.51,4b,65,CE.all,ce,all,,CE.all.04,130,-0.279277701
137,F,18,2.6,3.24,2.21,0.51,4b,87,CE.all,ce,all,,CE.all.08,120,-0.513431932
137,F,18,2.6,3.24,2.21,0.51,4b,6,CE.all,ce,all,,CE.all.12,95,-1.098817507
137,F,18,2.6,3.24,2.21,0.51,4b,39,CE.all,ce,all,,CE.all.16,120,-0.513431932
137,F,18,2.6,3.24,2.21,0.51,4b,58,CE.vp1,ce,vp1,,CE.vp1.03,100,-0.981740392
137,F,18,2.6,3.24,2.21,0.51,4b,94,CE.vp1,ce,vp1,,CE.vp1.07,150,0.189030759
137,F,18,2.6,3.24,2.21,0.51,4b,13,CE.vp1,ce,vp1,,CE.vp1.11,100,-0.981740392
137,F,18,2.6,3.24,2.21,0.51,4b,29,CE.vp1,ce,vp1,,CE.vp1.15,100,-0.981740392
137,F,18,2.6,3.24,2.21,0.51,4b,70,CE.vp2,ce,vp2,,CE.vp2.02,110,-0.747586162
137,F,18,2.6,3.24,2.21,0.51,4b,74,CE.vp2,ce,vp2,,CE.vp2.06,110,-0.747586162
137,F,18,2.6,3.24,2.21,0.51,4b,16,CE.vp2,ce,vp2,,CE.vp2.10,100,-0.981740392
137,F,18,2.6,3.24,2.21,0.51,4b,47,CE.vp2,ce,vp2,,CE.vp2.14,105,-0.864663277
137,F,18,2.6,3.24,2.21,0.51,4b,53,CE.vp3,ce,vp3,,CE.vp3.01,100,-0.981740392
137,F,18,2.6,3.24,2.21,0.51,4b,91,CE.vp3,ce,vp3,,CE.vp3.05,100,-0.981740392
137,F,18,2.6,3.24,2.21,0.51,4b,21,CE.vp3,ce,vp3,,CE.vp3.09,85,-1.332971737
137,F,18,2.6,3.24,2.21,0.51,4b,45,CE.vp3,ce,vp3,,CE.vp3.13,90,-1.215894622
137,F,18,2.6,3.24,2.21,0.51,4b,50,ILL.non,ill,non,,ILL.non.04,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,88,ILL.non,ill,non,,ILL.non.08,150,0.189030759
137,F,18,2.6,3.24,2.21,0.51,4b,4,ILL.non,ill,non,,ILL.non.12,180,0.891493449
137,F,18,2.6,3.24,2.21,0.51,4b,31,ILL.non,ill,non,,ILL.non.16,100,-0.981740392
137,F,18,2.6,3.24,2.21,0.51,4b,68,ILL.rep,ill,rep,,ILL.rep.04,130,-0.279277701
137,F,18,2.6,3.24,2.21,0.51,4b,81,ILL.rep,ill,rep,,ILL.rep.08,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,17,ILL.rep,ill,rep,,ILL.rep.12,175,0.774416334
137,F,18,2.6,3.24,2.21,0.51,4b,35,ILL.rep,ill,rep,,ILL.rep.16,125,-0.396354817
137,F,18,2.6,3.24,2.21,0.51,4b,60,NP.isl.em,np,island,embedded,NP.isl.em.01,120,-0.513431932
137,F,18,2.6,3.24,2.21,0.51,4b,79,NP.isl.em,np,island,embedded,NP.isl.em.05,130,-0.279277701
137,F,18,2.6,3.24,2.21,0.51,4b,1,NP.isl.em,np,island,embedded,NP.isl.em.09,120,-0.513431932
137,F,18,2.6,3.24,2.21,0.51,4b,33,NP.isl.em,np,island,embedded,NP.isl.em.13,115,-0.630509047
137,F,18,2.6,3.24,2.21,0.51,4b,64,NP.isl.ma,np,island,matrix,NP.isl.ma.02,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,85,NP.isl.ma,np,island,matrix,NP.isl.ma.06,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,8,NP.isl.ma,np,island,matrix,NP.isl.ma.10,130,-0.279277701
137,F,18,2.6,3.24,2.21,0.51,4b,36,NP.isl.ma,np,island,matrix,NP.isl.ma.14,200,1.359801909
137,F,18,2.6,3.24,2.21,0.51,4b,54,NP.non.em,np,non,embedded,NP.non.em.03,140,-0.045123471
137,F,18,2.6,3.24,2.21,0.51,4b,96,NP.non.em,np,non,embedded,NP.non.em.07,130,-0.279277701
137,F,18,2.6,3.24,2.21,0.51,4b,23,NP.non.em,np,non,embedded,NP.non.em.11,100,-0.981740392
137,F,18,2.6,3.24,2.21,0.51,4b,46,NP.non.em,np,non,embedded,NP.non.em.15,100,-0.981740392
137,F,18,2.6,3.24,2.21,0.51,4b,69,NP.non.ma,np,non,matrix,NP.non.ma.04,200,1.359801909
